project_key,branch_id,project_leader,project_coordinator,project_type,status,source
104445,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104446,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104447,1-60,Christina Burton,Unknown,Unknown,Inactive,Unknown
104448,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104449,1-20,Jessica Davis,Andrea Bennett,Unknown,Inactive,Unknown
104450,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104451,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104452,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104453,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104454,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104455,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104456,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104457,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104458,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104459,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104460,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104461,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104462,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104463,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104464,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104465,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104466,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104467,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104468,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104469,1-70,Joseph Freeman,Unknown,Unknown,Inactive,Unknown
104470,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104471,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104472,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104473,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104474,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104475,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104476,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104477,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104478,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104479,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104480,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104481,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104482,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104483,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104484,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104485,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104486,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104487,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104488,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104489,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104490,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104491,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104492,1-20,Patricia Garcia,Unknown,Unknown,Inactive,Unknown
104493,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104494,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104495,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104496,1-40,Louis Weaver,Unknown,Unknown,Inactive,Unknown
104497,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104498,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104499,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104500,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104501,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104502,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104503,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104504,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104505,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104506,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104507,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104508,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104509,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104510,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104511,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104512,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104513,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104514,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104515,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104516,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104517,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104518,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104519,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104520,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104521,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104522,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104523,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104524,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104525,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104526,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104527,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104528,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104529,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104530,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104531,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104532,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104533,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104534,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104535,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104536,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104537,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104538,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104539,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104540,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104541,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104542,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104543,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104544,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104545,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104546,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
104547,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104548,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104549,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104550,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104551,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104552,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104553,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104554,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104555,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104556,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104557,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104558,1-80,Roger Martinez,Unknown,Unknown,Dormant,Unknown
104559,1-40,Amanda Cannon,Unknown,Unknown,Inactive,Unknown
104560,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104561,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104562,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104563,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104564,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104565,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104566,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104567,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104568,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104569,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104570,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104571,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104572,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104573,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104574,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104575,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104576,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104577,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104578,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104579,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104580,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104581,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104582,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104583,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104584,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104585,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104586,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104587,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104588,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104589,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104590,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104591,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104592,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104593,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104594,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104595,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104596,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104597,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104598,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104599,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104600,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104601,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104602,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104603,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104604,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104605,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104606,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104607,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104608,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104609,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104610,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104611,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104612,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104613,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104614,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104615,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104616,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104617,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104618,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104619,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
104620,1-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
